, 14 days,SMA12,EMA12,TBR24,VOL29,MOM10,,SMA26,EMA26,TBR12,VOL87,,Change,Gain,Loss,AV GAIN,AV LOSS,RS(INPUT 10),RSI,,,,SMA_12>SMA26,EMA_12>EMA26,TBR12>TBR24,VOL29>VOL87,MOM>0,RSI>70%,14 day increase
362.51,1,371.0641667,374.7752348,-0.103674216,0.035538199,12.14,,375.8173077,362.3000194,-0.033821962,0.04311691,,11.04,11.04,0,0.772,1.986,0.388721047,27.99129804,,,,0,1,0,0,1,1,1
373.55,0,370.7883333,374.1618654,-0.082637525,0.034132094,0.55,,375.6476923,374.4153831,-0.004397655,0.041760422,,1.1,1.1,0,0.827,0.882,0.937641723,48.39087185,,,,0,0,0,0,1,1,0
374.65,1,370.6041667,373.6145271,-0.079936149,0.0337461,-2.21,,375.4142308,374.6680475,-0.001465885,0.04100899,,0.55,0.55,0,0.993,0.772,1.28626943,56.26062323,,,,0,0,0,0,0,1,1
375.2,1,370.6958333,373.1654973,-0.078585462,0.033537629,-4.41,,375.1807692,375.2409194,0,0.04028958,,-1.65,0,1.65,1.158,0.717,1.615062762,61.76,,,,0,0,0,0,0,1,1
373.55,1,370.5583333,372.7643951,-0.082637525,0.033222401,-3.32,,374.905,373.4199293,-0.004397655,0.039576211,,0.55,0.55,0,1.049,0.717,1.463040446,59.3997735,,,,0,0,0,0,0,1,1
374.1,1,370.7425,372.4533343,-0.081286837,0.032675616,-5.52,,374.5442308,374.1523131,-0.017388107,0.038740279,,1.1,1.1,0,1.214,0.662,1.833836858,64.71215352,,,,0,0,0,0,0,1,1
375.2,1,371.2941667,372.2750009,-0.078585462,0.032280696,5.52,,374.1834615,375.2805913,-0.014498844,0.037893966,,-1.65,0,1.65,1.214,1.766,0.687429219,40.73825503,,,,0,0,0,0,1,1,1
373.55,1,371.0183333,372.0816674,-0.082637525,0.032800551,6.06,,373.9715385,373.4168776,-0.050481686,0.037071938,,1.1,1.1,0,1.16,1.766,0.656851642,39.64456596,,,,0,0,0,0,1,1,1
374.65,1,371.34,371.9675647,-0.079936149,0.032721126,18.76,,373.7380769,374.7448556,-0.047685621,0.036116417,,-4.42,0,4.42,1.16,3.036,0.382081686,27.64537655,,,,0,0,0,0,1,1,1
370.23,1,371.5233333,371.8992214,-0.090790766,0.032712544,20.97,,373.4407692,369.8827034,-0.058920719,0.03527464,,4.42,4.42,0,0.939,3.036,0.309288538,23.62264151,,,,0,1,0,0,1,1,1
374.65,1,372.2591667,371.9545976,-0.079936149,0.03184782,17.66,,373.3134615,375.0167151,-0.06473114,0.034144586,,-0.55,0,0.55,0.939,2.705,0.347134935,25.76838639,,,,0,0,0,0,1,1,1
374.1,1,372.995,372.1146595,-0.081286837,0.03137803,26.48,,373.165,374.0294835,-0.069958234,0.03338007,,-1.66,0,1.66,0.884,3.532,0.250283126,20.01811594,,,,0,0,0,0,1,1,1
372.44,1,373.8225,372.3774042,-0.085363458,0.030306805,29.8,,372.8676923,372.317732,-0.079121749,0.032676905,,-1.65,0,1.65,0.718,3.698,0.194159005,16.25905797,,,,1,1,0,0,1,1,1
370.79,1,373.5925,372.564342,-0.089415521,0.029611427,33.65,,372.5496154,370.6724822,-0.089415521,0.031673105,,-0.56,0,0.56,0.553,3.918,0.141143441,12.36859763,,,,1,1,0,0,1,1,1
370.23,1,373.2241667,372.6658535,-0.090790766,0.028012549,36.97,,372.2946154,370.1959629,-0.090790766,0.030408782,,-1.65,0,1.65,0.497,4.194,0.118502623,10.59475592,,,,1,1,1,0,1,1,1
368.58,1,372.6725,372.666876,-0.094842829,0.026559293,37.52,,371.9761538,368.4556952,-0.094842829,0.028765864,,12.14,12.14,0,0.442,4.194,0.10538865,9.534081104,,,,1,1,1,0,1,1,1
380.72,1,373.27,372.7596643,-0.06502947,0.024079462,20.41,,372.1246154,381.6634081,-0.06502947,0.026759809,,-1.11,0,1.11,0.939,2.98,0.315100671,23.96019393,,,,1,0,0,0,1,1,1
379.61,1,373.7291667,372.9088185,-0.067755403,0.023305842,14.9,,372.3365385,379.4520455,-0.067755403,0.025650447,,13.8,13.8,0,1.49,2.98,0.5,33.33333333,,,,1,0,0,0,1,1,1
393.41,0,375.2466667,373.2684875,-0.0455152,0.021856027,4.41,,373.0369231,394.4836888,-0.033865422,0.024390181,,-2.21,0,2.21,1.49,1.931,0.771620922,43.55451622,,,,1,0,0,0,1,1,0
391.2,0,376.7175,373.7991048,-0.050877065,0.021710356,0.55,,373.7796154,390.9474086,-0.039292731,0.023983636,,1.11,1.11,0,1.876,1.931,0.971517349,49.27764644,,,,1,0,0,0,1,1,0
392.31,1,378.1891667,374.4744989,-0.059501834,0.021067096,-3.32,,374.6923077,392.4148147,-0.036566798,0.023449148,,8.27,8.27,0,2.152,1.82,1.182417582,54.17925478,,,,1,0,0,0,0,1,1
400.58,1,380.7183333,375.4350888,-0.04222456,0.020670793,-7.72,,375.6046154,401.2080912,-0.016257367,0.022947671,,1.66,1.66,0,2.152,1.38,1.55942029,60.92865232,,,,1,0,0,0,0,1,1
402.24,1,383.0175,376.6016136,-0.038255547,0.021382609,-11.04,,376.8142308,402.3193776,-0.012180747,0.022789128,,2.2,2.2,0,2.318,1.214,1.909390445,65.62853907,,,,1,0,0,0,0,1,1
404.44,1,385.5458333,377.9776474,-0.032995409,0.022546195,-13.79,,378.2146154,404.6031248,-0.006777996,0.02269146,,2.76,2.76,0,2.373,0.994,2.387323944,70.47817048,,,,1,0,0,0,0,0,1
407.2,0,388.4425,379.5876248,-0.026396327,0.023591372,-12.14,,379.8061538,407.3997596,0,0.022626607,,-1.1,0,1.1,2.373,1.159,2.047454702,67.18573046,,,,1,0,0,1,0,1,0
406.1,0,391.385,381.4026056,-0.029026396,0.024521172,-0.55,,381.3765385,406.0000185,0,0.022615296,,-4.97,0,4.97,2.263,2.208,1.02490942,50.61507493,,,,1,0,0,1,0,1,0
401.13,1,393.96,383.3345124,-0.040909526,0.025425501,2.76,,382.8619231,400.7553832,-0.010898779,0.022577285,,-6.62,0,6.62,1.932,2.208,0.875,46.66666667,,,,1,0,0,1,1,1,1
394.51,1,396.1208333,385.3016387,-0.056737758,0.026015443,11.04,,383.6680769,394.0295859,-0.027222291,0.022424317,,3.31,3.31,0,1.27,2.374,0.534962089,34.8518112,,,,1,0,0,1,1,1,1
397.82,1,397.5458333,387.1853609,-0.053823285,0.025811611,7.73,,384.5592308,398.1115703,-0.020389067,0.021986405,,-6.07,0,6.07,1.27,2.043,0.621634851,38.3338364,,,,1,0,0,1,1,1,1
391.75,1,398.5575,388.9349208,-0.068260197,0.026110954,14.35,,385.1957692,391.2606484,-0.035336124,0.021708312,,-2.76,0,2.76,0.663,2.098,0.316015253,24.01303875,,,,1,0,0,1,1,1,1
388.99,1,398.1891667,390.3586509,-0.074824593,0.025355951,13.8,,385.7896154,388.8153347,-0.056238931,0.021077312,,3.87,3.87,0,0.718,2.098,0.342230696,25.49715909,,,,1,1,0,1,1,1,1
392.86,1,398.3275,391.5846277,-0.066840855,0.023719143,19.31,,386.5111538,393.1711281,-0.046849601,0.020218494,,-1.66,0,1.66,0.718,2.649,0.271045678,21.32462132,,,,1,0,0,1,1,1,1
391.2,1,398.235,392.6077619,-0.070783848,0.022528874,19.87,,387.1265385,391.0483748,-0.062162875,0.019585002,,-0.55,0,0.55,0.662,2.649,0.249905625,19.99395953,,,,1,1,0,1,1,1,1
390.65,1,397.4075,393.3461832,-0.072090261,0.020697293,26.48,,387.7842308,390.6193558,-0.065966909,0.018793252,,4.41,4.41,0,0.607,3.255,0.186482335,15.71724495,,,,1,1,0,1,1,1,1
395.06,1,396.8091667,393.8789498,-0.065278599,0.01819195,23.18,,388.5692308,395.401588,-0.055422724,0.01791826,,10.49,10.49,0,0.607,2.925,0.207521368,17.18573046,,,,1,0,0,1,1,1,1
405.55,1,396.9016667,394.3439832,-0.040459009,0.016121118,9.93,,389.9276923,406.3306471,-0.030341431,0.017476591,,-1.66,0,1.66,0.883,1.876,0.470682303,32.0043494,,,,1,0,0,0,1,1,1
403.89,1,396.6258333,394.6950371,-0.044386608,0.015536099,11.59,,391.0523077,403.7022579,-0.034310444,0.017545516,,1.66,1.66,0,0.717,1.876,0.382196162,27.65136907,,,,1,0,0,0,1,1,1
405.55,1,396.58,394.9850314,-0.040459009,0.014723367,4.41,,392.2619231,405.692134,-0.030341431,0.0174605,,0,0,0,1.269,1.71,0.742105263,42.59818731,,,,1,0,0,0,1,1,1
405.55,1,396.9483333,395.2870778,-0.040459009,0.014091318,1.65,,393.5353846,405.5390666,-0.030341431,0.017485205,,0.55,0.55,0,1.545,1.71,0.903508772,47.46543779,,,,1,0,0,0,1,1,1
406.1,1,397.9141667,395.6912453,-0.039157695,0.013330822,4.97,,394.8934615,406.1431487,-0.029026396,0.017449091,,-3.31,0,3.31,1.545,2.042,0.756611166,43.07220519,,,,1,0,0,0,1,1,1
402.79,1,398.3283333,396.0969512,-0.046989235,0.01229004,13.79,,396.1457692,402.5320655,-0.042002616,0.017339821,,9.38,9.38,0,1.214,2.593,0.468183571,31.88862621,,,,1,0,0,0,1,1,1
412.17,1,400.03,396.7020356,-0.02479593,0.010197558,8.28,,397.8223077,412.9113796,-0.019693186,0.017201968,,-1.1,0,1.1,1.214,2.042,0.594515181,37.28501229,,,,1,0,0,0,1,1,1
411.07,1,401.87,397.4971071,-0.027398557,0.009794319,9.38,,398.9896154,410.9283554,-0.02230943,0.017197112,,6.06,6.06,0,1.104,2.042,0.540646425,35.09218055,,,,1,0,0,0,1,1,1
417.13,1,403.8925,398.4810137,-0.013060452,0.00917271,3.32,,400.4326923,417.6070496,-0.009192399,0.017182229,,1.11,1.11,0,1.104,1.436,0.768802228,43.46456693,,,,1,0,0,0,1,1,1
418.24,1,406.1458333,399.6602167,-0.010434165,0.009356601,2.76,,401.3876923,418.2886885,-0.006555819,0.017233639,,-2.76,0,2.76,1.104,1.38,0.8,44.44444444,,,,1,0,0,0,1,1,1
415.48,1,408.215,400.9763372,-0.016964391,0.009731028,4.97,,402.3215385,415.263947,-0.013111639,0.017221453,,0,0,0,0.883,1.38,0.639855072,39.01900133,,,,1,0,0,0,1,1,1
415.48,1,409.9166667,402.3517725,-0.016964391,0.010891774,3.86,,403.2126923,415.4966195,-0.016964391,0.0172193,,-5.52,0,5.52,0.994,1.38,0.720289855,41.87026116,,,,1,0,1,0,1,1,1
409.96,1,410.2841667,403.5721408,-0.030024843,0.011526725,12.69,,403.5734615,409.5341062,-0.030024843,0.0172193,,-2.76,0,2.76,0.442,1.711,0.258328463,20.52949373,,,,1,0,1,0,1,1,1
407.2,1,410.56,404.6471961,-0.036555069,0.011376446,14.35,,403.7642308,407.0204534,-0.036555069,0.01729648,,3.87,3.87,0,0.276,1.711,0.161309176,13.89028686,,,,1,0,1,0,1,1,1
411.07,1,411.02,405.6276275,-0.027398557,0.011167531,9.38,,404.0192308,411.3815036,-0.027398557,0.017269335,,5.51,5.51,0,0.386,1.324,0.291540785,22.57309942,,,,1,0,0,0,1,1,1
416.58,1,411.9391667,406.5986335,-0.014361765,0.01158501,4.97,,404.38,416.9798843,-0.014361765,0.017365505,,3.87,3.87,0,0.386,0.883,0.437146093,30.41765169,,,,1,0,1,0,1,1,1
420.45,1,413.135,407.6042283,-0.005205253,0.012119983,1.65,,404.9319231,420.716932,-0.005205253,0.017496632,,0,0,0,0.386,0.551,0.700544465,41.19530416,,,,1,0,0,0,1,1,1
420.45,1,414.6066667,408.6815265,-0.005205253,0.013436307,1.65,,405.675,420.4294668,-0.005205253,0.017526004,,0,0,0,0.386,0.551,0.700544465,41.19530416,,,,1,0,0,0,1,1,1
420.45,1,415.2966667,409.6992404,-0.005205253,0.014004245,1.1,,406.6726923,420.4515795,-0.005205253,0.017501121,,0.55,0.55,0,0.441,0.551,0.800362976,44.45564516,,,,1,0,0,0,1,1,1
421,0,416.1241667,410.6876906,-0.003903939,0.014950409,-2.76,,407.5642308,421.0421862,-0.003903939,0.017440417,,-0.55,0,0.55,0.772,0.496,1.556451613,60.88328076,,,,1,0,1,0,0,1,0
420.45,0,416.4008333,411.5666356,-0.005205253,0.016456901,0.55,,408.6680769,420.4044472,-0.005205253,0.0174128,,-1.11,0,1.11,0.717,0.772,0.928756477,48.1531229,,,,1,0,0,0,1,1,0
419.34,0,416.4925,412.3244609,-0.007831539,0.018566499,2.76,,409.8353846,419.2581194,-0.007831539,0.017583041,,3.31,3.31,0,0.606,0.882,0.68707483,40.72580645,,,,1,0,1,1,1,1,0
422.65,0,417.09,413.0576208,0,0.020648619,0,,410.9811538,422.9109139,0,0.017709033,,-1.1,0,1.1,0.606,0.606,1,50,,,,1,0,0,1,0,1,0
421.55,0,417.5958333,413.7558073,-0.002602626,0.020887122,-2.76,,412.1484615,421.4453143,-0.002602626,0.017675526,,-1.1,0,1.1,0.882,0.606,1.455445545,59.27419355,,,,1,0,1,1,0,1,0
420.45,0,418.47,414.4810677,-0.005205253,0.021404721,-0.56,,413.2946154,420.3734374,-0.005205253,0.017789937,,1.1,1.1,0,0.772,0.716,1.078212291,51.88172043,,,,1,0,0,1,0,1,0
421.55,0,419.6658333,415.278724,-0.002602626,0.021505163,-3.31,,414.3134615,421.6405048,-0.002602626,0.017869644,,0.55,0.55,0,0.937,0.606,1.54620462,60.72585872,,,,1,0,1,1,0,1,0
422.1,0,420.585,416.0950741,-0.001301313,0.021199679,-2.76,,414.95,422.1353458,-0.001301313,0.017777486,,0,0,0,0.937,0.661,1.417549168,58.63579474,,,,1,0,1,1,0,1,0
422.1,0,421.045,416.8566012,-0.001301313,0.020661756,-7.72,,415.6503846,422.0972811,-0.001301313,0.01768844,,-0.55,0,0.55,1.433,0.661,2.167927383,68.43361987,,,,1,0,1,1,0,1,0
421.55,0,421.1366667,417.5150728,-0.002602626,0.020025602,-8.83,,416.2657692,421.5079015,-0.002602626,0.017598245,,-3.31,0,3.31,1.544,0.661,2.335854766,70.02267574,,,,1,0,1,1,0,0,0
418.24,0,420.9525,418.0439078,-0.010434165,0.019371105,-11.04,,416.7538462,417.988623,-0.010434165,0.017523498,,2.76,2.76,0,1.765,0.661,2.670196672,72.75350371,,,,1,1,1,1,0,0,0
421,0,420.9983333,418.4984348,-0.003903939,0.019000424,-11.59,,417.3269231,421.2316444,-0.003903939,0.017490489,,1.1,1.1,0,1.765,0.606,2.912541254,74.44116407,,,,1,0,1,1,0,0,0
422.1,0,421.09,418.8971371,-0.001301313,0.018202424,-11.03,,418.0696154,422.1667966,-0.001301313,0.017407554,,0.55,0.55,0,1.765,0.662,2.666163142,72.72352699,,,,1,0,1,1,0,0,0
422.65,0,421.2733333,419.2627058,0,0.01740593,-14.34,,418.4726923,422.6871695,0,0.017587291,,-3.86,0,3.86,2.041,0.607,3.362438221,77.07703927,,,,1,0,0,0,0,0,0
418.79,0,421.2275,419.5649818,-0.002619734,0.016819949,-10.48,,418.7696154,418.4902177,-0.002619734,0.017554499,,1.1,1.1,0,1.655,0.607,2.726523888,73.16534041,,,,1,1,0,0,0,0,0
419.89,0,420.9975,419.7853692,0,0.017502086,-9.93,,418.8757692,419.9976756,0,0.017522072,,-1.65,0,1.65,1.655,0.662,2.5,71.42857143,,,,1,0,0,0,0,0,0
418.24,0,420.7216667,419.929415,-0.00262317,0.018860096,-13.8,,418.8757692,418.1047942,-0.00262317,0.017497004,,1.1,1.1,0,2.042,0.662,3.084592145,75.51775148,,,,1,1,0,1,0,0,0
419.34,0,420.6291667,420.0370691,0,0.019867,-11.59,,419.0242308,419.4350158,0,0.017519722,,-4.96,0,4.96,2.042,0.883,2.312570781,69.81196581,,,,1,1,0,1,0,1,0
414.38,0,420.0316667,420.0362379,-0.00264754,0.020610349,-9.94,,418.9819231,413.9911526,0,0.017519722,,-1.66,0,1.66,1.877,0.883,2.125707814,68.00724638,,,,1,1,0,1,0,1,0
412.72,0,419.25,419.9152783,-0.014494138,0.020880673,-12.69,,419.0880769,412.622219,0,0.017543799,,-5.52,0,5.52,2.152,0.883,2.437146093,70.90609555,,,,1,1,0,1,0,0,0
407.2,0,418.0083333,419.6219021,-0.037807183,0.021077382,-11.58,,419.0880769,406.7829062,-0.009414455,0.017560442,,2.21,2.21,0,2.041,0.883,2.311438279,69.80164159,,,,0,1,0,1,0,1,0
409.41,0,416.9966667,419.2180197,-0.042584538,0.021047227,-15.45,,419.0242308,409.6120841,-0.004038242,0.017504527,,1.66,1.66,0,2.207,0.662,3.333836858,76.9257581,,,,0,1,0,1,0,0,0
411.07,0,416.3991667,418.78435,-0.038702586,0.021123992,-8.83,,418.8123077,411.1821474,0,0.017529358,,-2.76,0,2.76,2.207,1.324,1.666918429,62.50354007,,,,0,1,0,1,0,1,0
408.31,0,415.3416667,418.2547064,-0.045156915,0.021118941,-8.83,,418.3453846,408.0890656,-0.004024783,0.017629035,,0,0,0,2.207,1.324,1.666918429,62.50354007,,,,0,1,0,1,0,1,0
408.31,0,414.1925,417.6297516,-0.045156915,0.021118941,-5.52,,417.8784615,408.326995,-0.004024783,0.017749724,,1.65,1.65,0,2.207,1.655,1.333534743,57.14655619,,,,0,1,0,1,0,1,0
409.96,0,413.135,416.9382514,-0.041298349,0.021111525,-4.41,,417.475,410.0856158,0,0.017839375,,-5.52,0,5.52,2.207,1.766,1.249716874,55.54996225,,,,0,1,0,1,0,1,0
404.44,1,411.9391667,416.1691614,-0.054207006,0.021117019,2.76,,416.8380769,404.0057219,-0.008117719,0.018011832,,3.31,3.31,0,1.655,1.931,0.857068876,46.15170106,,,,0,1,0,1,1,1,1
407.75,1,410.9275,415.362752,-0.046466489,0.02103653,-0.55,,416.3496154,408.0380214,0,0.018019279,,-3.31,0,3.31,1.655,1.6,1.034375,50.84485407,,,,0,1,0,1,0,1,1
404.44,1,409.7775,414.5034824,-0.054207006,0.021001566,2.21,,415.7765385,404.1632291,-0.006777996,0.018014114,,-4.41,0,4.41,1.379,1.6,0.861875,46.29070158,,,,0,1,0,1,1,1,1
400.03,1,408.1683333,413.5288441,-0.064519901,0.020838729,6.62,,414.9065385,399.7120593,-0.01893317,0.017971731,,-4.41,0,4.41,0.938,1.6,0.58625,36.95823483,,,,0,1,0,1,1,1,1
395.62,1,406.605,412.4636373,-0.074832795,0.020244674,12.13,,413.9092308,395.3052262,-0.047800135,0.017658092,,-1.66,0,1.66,0.497,1.71,0.290643275,22.51925691,,,,0,1,0,1,1,1,1
393.96,1,405.0416667,411.3217957,-0.078714747,0.018946778,21.52,,412.8903846,393.8565211,-0.059289859,0.017062966,,8.28,8.28,0,0.331,2.483,0.133306484,11.76261549,,,,0,1,0,1,1,1,1
402.24,1,404.6283333,410.2920322,-0.059351761,0.017117148,16.55,,412.1476923,402.884883,-0.04952741,0.016225425,,-2.76,0,2.76,0.331,1.986,0.166666667,14.28571429,,,,0,1,0,1,1,1,1
399.48,1,403.8008333,409.2933863,-0.06580609,0.016602843,23.72,,411.2776923,399.2180859,-0.06580609,0.015846819,,3.31,3.31,0,0.055,2.427,0.022661722,2.215954875,,,,0,1,0,1,1,1,1
402.79,1,403.1108333,408.3422243,-0.058065572,0.015559447,24.83,,410.535,403.0647626,-0.058065572,0.015238765,,2.76,2.76,0,0.055,2.538,0.021670607,2.121095256,,,,0,1,1,1,1,1,1
405.55,1,402.8808333,407.5020103,-0.051611244,0.014965707,19.86,,409.9196154,405.7411721,-0.051611244,0.01488964,,1.65,1.65,0,0.276,2.262,0.122015915,10.87470449,,,,0,1,0,1,1,1,1
407.2,1,402.7883333,406.7768292,-0.047752678,0.014612287,17.66,,409.495,407.3122175,-0.047752678,0.014617596,,0,0,0,0.331,2.097,0.15784454,13.63261944,,,,0,0,0,0,1,1,1
407.2,1,402.5583333,406.1278298,-0.047752678,0.014383371,11.04,,408.9642308,407.1913679,-0.047752678,0.014413544,,-0.55,0,0.55,0.993,2.097,0.473533619,32.13592233,,,,0,0,0,0,1,1,1
406.65,1,402.7425,405.6070099,-0.049038866,0.014156213,9.93,,408.37,406.6083563,-0.049038866,0.014209126,,0,0,0,1.104,2.097,0.526466381,34.48922212,,,,0,0,1,0,1,1,1
406.65,1,402.6508333,405.1522135,-0.049038866,0.014327311,3.86,,407.7546154,406.6532034,-0.049038866,0.013963758,,1.1,1.1,0,1.711,2.097,0.815927515,44.93172269,,,,0,0,1,1,1,1,1
407.75,1,402.9266667,404.8098217,-0.046466489,0.014439974,6.07,,407.33,407.834369,-0.046466489,0.013737273,,7.73,7.73,0,1.711,2.318,0.738136324,42.46711343,,,,0,0,0,1,1,1,1
415.48,0,404.2141667,404.7181824,-0.028389692,0.01429444,-6.07,,407.1603846,416.0681255,-0.028389692,0.013613521,,3.31,3.31,0,2.152,1.545,1.392880259,58.20935894,,,,0,0,0,1,0,1,0
418.79,0,406.145,404.9376928,-0.020649175,0.014656561,-10.48,,407.1815385,418.999375,-0.020649175,0.013866005,,4.41,4.41,0,2.262,1.214,1.863261944,65.07479862,,,,0,0,0,1,0,1,0
423.2,0,408.5816667,405.4983042,-0.01033628,0.014761877,-12.13,,407.33,423.523125,-0.01033628,0.014366134,,4.42,4.42,0,2.262,1.049,2.156339371,68.31772878,,,,1,0,0,1,0,1,0
427.62,0,410.6966667,406.2980523,0,0.014332467,-16.55,,407.8392308,427.9351442,0,0.01529247,,-2.21,0,2.21,2.262,0.607,3.726523888,78.84280237,,,,1,0,0,0,0,0,0
425.41,0,412.8575,407.3071981,0,0.013473106,-11.03,,408.3273077,425.2157581,0,0.016113089,,-0.55,0,0.55,2.041,0.938,2.175906183,68.5129238,,,,1,0,0,0,0,1,0
424.86,0,414.6966667,408.4440394,0,0.012394929,-14.9,,409.0065385,424.832634,0,0.016737904,,-6.62,0,6.62,2.428,0.938,2.588486141,72.13309566,,,,1,0,0,0,0,0,0
418.24,0,415.7541667,409.5686744,-0.010434165,0.01125251,-9.93,,409.3461538,417.7328743,0,0.017606711,,-1.66,0,1.66,1.931,0.938,2.058635394,67.30568142,,,,1,0,0,0,0,1,0
416.58,0,416.5358333,410.640545,-0.014361765,0.011270172,-6.07,,409.5580769,416.4913174,0,0.018183046,,-6.07,0,6.07,1.765,1.158,1.52417962,60.38316798,,,,1,0,0,0,0,1,0
410.51,0,416.8116667,411.5899483,-0.02872353,0.01121095,-0.55,,409.6426923,410.0498987,-0.009339254,0.018720867,,3.31,3.31,0,1.213,1.158,1.047495682,51.15984817,,,,1,1,0,0,0,1,0
413.82,0,417.4091667,412.4852127,-0.020891991,0.011168499,-3.31,,409.8546154,414.1100078,-0.001351417,0.018938799,,-4.41,0,4.41,1.213,0.882,1.375283447,57.89976134,,,,1,0,0,0,0,1,0
409.41,1,417.6391667,413.2781287,-0.031326156,0.011227194,-1.1,,409.8334615,409.0484609,-0.011993822,0.019024029,,-1.1,0,1.1,0.992,0.882,1.124716553,52.93489861,,,,1,1,0,0,0,1,1
408.31,1,417.6858333,413.9562371,-0.033928783,0.011695769,1.65,,409.9823077,408.2531953,-0.01464839,0.018928358,,2.76,2.76,0,0.882,1.047,0.842406877,45.72317263,,,,1,1,0,0,1,1,1
411.07,1,417.3183333,414.4734827,-0.027398557,0.011782163,-1.66,,410.11,411.2866773,-0.007987837,0.018821066,,0,0,0,0.937,0.771,1.215304799,54.85948478,,,,1,1,0,0,0,1,1
411.07,1,416.675,414.8121776,-0.027398557,0.012246559,0,,410.365,411.0533325,-0.007987837,0.01890128,,3.31,3.31,0,0.937,0.937,1,50,,,,1,1,0,0,0,1,1
414.38,1,415.94,414.9856888,-0.019567018,0.012770295,-2.76,,410.9169231,414.6358975,-0.00264754,0.019079723,,-4.42,0,4.42,0.937,0.661,1.417549168,58.63579474,,,,1,1,0,0,0,1,1
409.96,1,414.4683333,414.9060956,-0.030024843,0.013171842,5.52,,411.4684615,409.6003156,-0.028760957,0.019485608,,-1.65,0,1.65,0.495,1.047,0.47277937,32.10116732,,,,1,1,0,0,1,1,1
408.31,1,413.0433333,414.6195168,-0.033928783,0.013155655,13.79,,412.0203846,408.210745,-0.033928783,0.019742011,,2.2,2.2,0,0.33,1.709,0.193095377,16.18440412,,,,1,1,0,0,1,1,1
410.51,1,411.8475,414.1930527,-0.02872353,0.012824582,12.14,,412.3384615,410.6868658,-0.02872353,0.020058828,,-0.55,0,0.55,0.33,1.544,0.21373057,17.60939168,,,,0,1,1,0,1,1,1
409.96,0,411.1575,413.7260446,-0.030024843,0.012796779,9.93,,412.7415385,409.9040872,-0.030024843,0.020865859,,0.55,0.55,0,0.551,1.544,0.356865285,26.30071599,,,,0,1,1,0,1,1,0
410.51,1,410.6516667,413.2530634,-0.02872353,0.01325536,11.59,,413.0384615,410.5566087,-0.02872353,0.021834661,,-2.2,0,2.2,0.551,1.71,0.322222222,24.3697479,,,,0,1,1,0,1,1,1
408.31,1,410.4683333,412.8246434,-0.033928783,0.013423863,12.14,,413.1446154,408.1371839,-0.033928783,0.022060262,,1.65,1.65,0,0.496,1.71,0.29005848,22.48413418,,,,0,1,0,0,1,1,1
409.96,0,410.1466667,412.4126469,-0.030024843,0.013045723,2.21,,413.2507692,410.1002166,-0.030024843,0.022146483,,-0.55,0,0.55,1.324,1.545,0.856957929,46.14848379,,,,0,1,1,0,1,1,0
409.41,1,410.1466667,412.0640346,-0.031326156,0.013082898,-2.76,,413.3357692,409.3569064,-0.031326156,0.02281011,,1.66,1.66,0,1.821,1.545,1.178640777,54.09982175,,,,0,1,1,0,0,1,1
411.07,1,410.3766667,411.8044395,-0.027398557,0.012768508,3.31,,413.5057692,411.2017764,-0.027398557,0.023178362,,0.55,0.55,0,1.821,2.152,0.846189591,45.83438208,,,,0,1,0,0,1,1,1
411.62,1,410.4225,411.5918334,-0.032415787,0.012388096,2.76,,413.6969231,411.652171,-0.026097244,0.023626249,,3.86,3.86,0,1.821,2.097,0.868383405,46.47779479,,,,0,0,0,0,1,1,1
415.48,1,410.79,411.4684745,-0.023342188,0.0120171,-7.73,,413.9942308,415.7744484,-0.016964391,0.023845162,,6.62,6.62,0,2.484,1.711,1.451782583,59.21334923,,,,0,0,0,0,0,1,1
422.1,0,411.4333333,411.4630681,-0.007780729,0.011942893,-12.14,,414.2488462,422.5865809,-0.001301313,0.024096699,,0.55,0.55,0,2.484,1.27,1.955905512,66.16941929,,,,0,0,0,0,0,1,0
422.65,0,412.4908333,411.6211859,-0.006487859,0.011826836,-10.48,,414.3973077,422.6548784,0,0.024404425,,-2.76,0,2.76,2.484,1.436,1.729805014,63.36734694,,,,0,0,0,0,0,1,0
419.89,1,413.4558333,411.9034393,-0.012975718,0.011750353,-4.41,,414.27,419.677317,-0.005235726,0.024819862,,2.21,2.21,0,2.208,1.767,1.249575552,55.54716981,,,,0,0,0,0,0,1,1
422.1,0,414.4216667,412.2908589,-0.007780729,0.011738401,-1.1,,414.0576923,422.2863602,0,0.025267025,,-1.65,0,1.65,2.208,2.098,1.052430887,51.27728751,,,,1,0,0,0,0,1,0
420.45,0,415.2958333,412.7531627,-0.01165934,0.013761273,-1.11,,413.8669231,420.3087415,-0.002609418,0.02579386,,-8.28,0,8.28,2.209,2.098,1.052907531,51.28859995,,,,1,0,0,0,0,1,0
412.17,1,415.4341667,413.1656248,-0.031122917,0.014627381,9.38,,413.3788462,411.543943,-0.02479593,0.027400302,,-5.52,0,5.52,1.381,2.319,0.595515308,37.32432432,,,,1,1,0,0,1,1,1
406.65,1,415.2958333,413.4933492,-0.044098634,0.014473018,16,,412.9330769,406.2735428,-0.037856382,0.028815451,,7.73,7.73,0,0.829,2.429,0.341292713,25.44505832,,,,1,1,0,0,1,1,1
414.38,1,415.6641667,413.8273211,-0.025927928,0.013692602,7.17,,412.8484615,415.0035736,-0.019567018,0.029971897,,0,0,0,0.939,1.656,0.567028986,36.1849711,,,,1,0,0,0,1,1,1
